Sub Category,Title
Pantry & Dry Goods,"Kirkland Signature Organic Ground Saigon Cinnamon, 10.7 oz., 2-count"
Pantry & Dry Goods,"Trufflin 8.5 oz Truffle Sriracha Hot Sauce, 3-pack"
Pantry & Dry Goods,"Genova, Yellowfin Tuna, 7 oz, 6-Count"
Pantry & Dry Goods,"Lea & Perrins, Worcestershire Sauce, 20 fl oz, 2-Count"
Pantry & Dry Goods,"Splenda Zero Calorie Sweetener Packets, 1,000-count"
Pantry & Dry Goods,"S&W, Organic Garbanzo Beans, 15.5 oz, 8-Count"
Pantry & Dry Goods,"Crisco, All-Vegetable Shortening, 6 lbs"
Pantry & Dry Goods,"Nutella Hazelnut Spread with Cocoa, 33.5 oz, 2-count"
Pantry & Dry Goods,"Dole, Mandarin Oranges Cup, 4 oz, 16-Count"
Pantry & Dry Goods,Fresh Winter White  Truffles 2 oz
Pantry & Dry Goods,"Clabber Girl, Baking Powder, 4 lbs"
Pantry & Dry Goods,"Nielsen-Massey Madagascar Bourbon Pure Vanilla Extract, 8 oz., 2-pack "
Pantry & Dry Goods,"Kirkland Signature, Granulated California Garlic, 18 oz"
Pantry & Dry Goods,"Lindsay, Extra Large Black Pitted Olives, 6 oz, 8-Count"
Pantry & Dry Goods,"Pure Vanilla Extract, 16 fl oz"
Pantry & Dry Goods,"Rodelle, Gourmet Baking Cocoa Powder, 25 oz"
Pantry & Dry Goods,"DJ&A Shiitake Mushroom Crisps 10.58 oz. bag, 5-pack"
Pantry & Dry Goods,"ReaLemon, Lemon Juice, 48 oz, 2-Count"
Pantry & Dry Goods,Trufflehunter White Truffle Oil 2-Pack (8.45 oz each)
Pantry & Dry Goods,"Stevia in the Raw Zero Calorie Sweetener, 1 g, 800-count"
Pantry & Dry Goods,"Red Star, Active Dry Yeast, 32 oz"
Pantry & Dry Goods,Yupik Organic Hulled Hemp Hearts 2.2 lb 3-pack
Pantry & Dry Goods,"Kirkland Signature Solid White Albacore Tuna in Water, 7 oz, 8-count"
Pantry & Dry Goods,"Nutella B-Ready Crispy Wafers, 0.7 oz, 36 count"
Pantry & Dry Goods,"Hershey's Syrup, Chocolate, 120 oz"
Pantry & Dry Goods,"Spam 25% Less Sodium, 12 oz, 8-Count"
Pantry & Dry Goods,"McCormick Mayonnaise with Lime, 28 fl oz, 2-Count"
Pantry & Dry Goods,"Marianne's, Avocado Oil, 67.6 fl oz"
Pantry & Dry Goods,"C&H Pure Cane Sugar, 2.83 g, 2,000-count"
Pantry & Dry Goods,"Spam Classic, 12 oz, 8-Count"
Pantry & Dry Goods,"Kirkland Signature, Organic Tomato Paste, 6 oz, 12-Count"
Pantry & Dry Goods,"Vertullo, Pitted Kalamata Olives, Large, 68 oz"
Pantry & Dry Goods,"McCormick, Gourmet Bruschetta Seasoning Mix, Sweet Basil & Oregano, 19 oz"
Pantry & Dry Goods,"Tajin, Clásico Seasoning, 14 oz, 2-Count"
Pantry & Dry Goods,"French's, Classic Yellow Mustard, 30 oz, 2-Count"
Pantry & Dry Goods,"Olde Thompson, Saigon Cinnamon Sticks, 6.6 oz"
Pantry & Dry Goods,"Best Foods, Real Mayonnaise, 64 oz"
Pantry & Dry Goods,"Sea Watch, Chopped Sea Clams, 51 oz, 2-Count"
Pantry & Dry Goods,Minced Black Truffle and Sliced Black Truffle Twin Pack 
Pantry & Dry Goods,"Nielsen Massey Mexican Pure Vanilla Extract, 2-pack (8 oz. each)"
Pantry & Dry Goods,"C&H, Brown Cane Sugar, 7 lbs"
Pantry & Dry Goods,"Kinder's Organic Buttery Steakhouse 10.4 oz, 2-pack"
Pantry & Dry Goods,"Tabasco Brand, Sriracha Thai Chili, 20 fl oz, 2-Count"
Pantry & Dry Goods,"Hershey's Cocoa, 100% Cacao, Natural Unsweetened, 23 oz"
Pantry & Dry Goods,"McCormick, Ground Cumin, 14 oz"
Pantry & Dry Goods,TruffleHunter Selection 5-piece Bundle 
Pantry & Dry Goods,"Acetum Organic Apple Cider Vinegar with the Mother, 128 fl. oz."
Pantry & Dry Goods,Kirkland Signature Organic Modena Balsamic Vinegar 2-pack (33.8 oz each)
Pantry & Dry Goods,"La Civetta Italian Extra Virgin Olive Oil 3L, Tins, 2-pack"
Pantry & Dry Goods,The Mazzetti Artistry Edition Balsamic Vinegar of Modena 8.45 fl oz.
Pantry & Dry Goods,Mazzetti L'Originale Chef's Reduction with Balsamic Vinegar of Modena 2-count
Paper & Plastic Products,"Charmin Ultra Soft Bath Tissue, 2-Ply, 213 Sheets, 30 Rolls"
Paper & Plastic Products,"Bounty Advanced Paper Towels, 2-Ply, 101 Sheets, 12-count"
Paper & Plastic Products,"Charmin Ultra Strong Bath Tissue, 2-Ply, 220 Sheets, 30 Rolls"
Paper & Plastic Products,"Kleenex Trusted Care Facial Tissue, 2-ply, 230-count, 10-pack"
Paper & Plastic Products,"Kirkland Signature Paper Towels, 2-Ply, 160 Sheets, 12 Individually Wrapped Rolls"
Paper & Plastic Products,"Cottonelle Ultra Clean Bath Tissue, 1-Ply, 312 Sheets, 36 Rolls"
Paper & Plastic Products,"Caboo Bamboo Bath Tissue, 2-Ply, 400 Sheets, 24 Rolls"
Paper & Plastic Products,"Windsoft Bath Tissue, 2-Ply, 284 Sheets, 24 Rolls"
Paper & Plastic Products,"Marathon Bath Tissue, 2-Ply, 470 Sheets, 48 Rolls"
Paper & Plastic Products,"Marathon Jumbo Roll Bath Tissue, 2-Ply, 900 ft Rolls, 6 Rolls"
Paper & Plastic Products,"Marcal 100% Recycled Bath Tissue, 2-Ply, 168 Sheets, 96 Rolls"
Paper & Plastic Products,"Cambro Costco Business Center 22 Quart Bucket with Lid, 2-count"
Paper & Plastic Products,Page Not Found!
Paper & Plastic Products,"Cambro CamSquare 2 Quart Food Storage Container with Lid, 3-count"
Paper & Plastic Products,"Ziploc Seal Top Bag, Variety Pack, 347-count"
Paper & Plastic Products,"Caboo Bamboo Paper Towels, 2-Ply, 75 Sheets, 8 Rolls"
Paper & Plastic Products,"Marcal 100% Recycled Paper Towels, 2-Ply, 140 Sheets, 24 Rolls"
Paper & Plastic Products,"Viva Multi-Surface Cloth Paper Towels, 2-Ply, 110 Sheets, 24-count"
Paper & Plastic Products,"Cambro Square 4-Quart Food Storage Container with Lid, 3-count"
Paper & Plastic Products,"Marathon 100% Recycled Paper Towel, Brown, 1-Ply, 350 ft Rolls, 12-count"
Paper & Plastic Products,"Marathon Paper Towel, C-Fold, 2-Ply, 200 Sheets, 12-count"
Paper & Plastic Products,"Cambro Round 2-Quart Food Storage Container with Lid, 3-count"
Paper & Plastic Products,"Cambro Round 4 Quart Food Storage Container with Lid, 3-count"
Paper & Plastic Products,"Ziploc Seal Top Freezer Bag, Gallon, 38-count, 4-pack"
Paper & Plastic Products,"Ziploc Seal Top Freezer Bag, Gallon, 38-count, 4-pack"
Paper & Plastic Products,"Ziploc Seal Top Freezer Bag, Gallon, 38-count, 4-pack"
Paper & Plastic Products,"Ziploc Seal Top Freezer Bag, Gallon, 38-count, 4-pack"
Paper & Plastic Products,"Artstyle Paper Plate & Napkin Bundle, Year of the Dragon Lunar New Year, 200-count"
Paper & Plastic Products,"Dixie Ultra 10-1/16"" Paper Plate, 186-count"
Paper & Plastic Products,"Kleenex Soothing Lotion Tissue, 3-Ply, 85-count, 12-pack"
Paper & Plastic Products,"Kleenex Ultra Soft Facial Tissue, 3-Ply, 85-count, 12-pack"
Paper & Plastic Products,"Dixie Ultra 8-1/2"" Paper Plate, 240-count"
Paper & Plastic Products,"Artstyle Paper Plate & Napkin Bundle, Confetti Celebration, 200-count"
Paper & Plastic Products,"Artstyle Paper Plate & Napkin Bundle, Elegant Floral, 200-count"
Paper & Plastic Products,"Ziploc Seal Top Freezer Bag, Quart, 54-count, 4-pack"
Paper & Plastic Products,"Kleenex Ultra Slim Wallet Facial Tissue, 3-Ply, 10-count, 36-pack"
Paper & Plastic Products,"Ziploc Seal Top Bag, Sandwich, 145-count, 4-pack"
Paper & Plastic Products,"Dixie Ultra 6-7/8"" Paper Plate, 300-count"
Paper & Plastic Products,"Chinet Classic Dinner 10-3/8"" Paper Plate, 165-count"
Paper & Plastic Products,"Chinet Classic Lunch 8-3/4"" Paper Plate, 225-count"
Paper & Plastic Products,"Ziploc Slider Storage Bag, Variety Pack, 166-count"
Paper & Plastic Products,"Kirkland Signature Facial Tissue, 3-Ply, 84-count, 12-pack"
Paper & Plastic Products,"Kirkland Signature Cutlery, Clear, 360-count "
Paper & Plastic Products,"Kirkland Signature Stretch-Tite Plastic Food Wrap, 12 in x 3,000 ft"
Paper & Plastic Products,"Chinet Classic Compartment 10-3/8"" Paper Plate, 165-count"
Paper & Plastic Products,"Ziploc Seal Top Freezer Bag, 2-Gallon, 10-count, 3-pack"
Paper & Plastic Products,"Eco-Foil Half Size Deep Steam Table Pan, 30-count"
Paper & Plastic Products,"Kirkland Signature Facial Tissue, 2-Ply, 110-count, 30-pack"
Paper & Plastic Products,"Kirkland Signature Reynolds Foodservice Foil HD, 18 in x 500 ft"
Paper & Plastic Products,"Kirkland Signature Elegant Plastic Plates, Variety Pack, White, 50-count"
Paper & Plastic Products,"Kirkland Signature Chinet 18 oz Plastic Cup, Red, 240-count"
Paper & Plastic Products,"Chinet Premium 10 oz Plastic Cup, White, 420-count"
Paper & Plastic Products,"Dixie To Go 12 oz Insulated Paper Cup, 160-count"
Paper & Plastic Products,"Solo Heavyweight Plastic Knife, White, 500-count  "
Paper & Plastic Products,"Dixie Ultra 20 oz Paper Bowl, 135-count"
Paper & Plastic Products,"Kirkland Signature Stretch-Tite Plastic Food Wrap, 11 7/8 in x 758 ft, 2-count"
Paper & Plastic Products,"Chinet Crystal 10 oz Plastic Cup, Clear, 150-count"
Paper & Plastic Products,"WNA 7-1/2"" Plastic Plates, Clear, 70-count"
Paper & Plastic Products,"Eco Raj 9-inch Compostable Bagasse Plate, 500-count"
Paper & Plastic Products,"Eco Raj 6-inch Compostable Bagasse Plate, 1000-count"
Paper & Plastic Products,"Kirkland Signature Napkins, 1-Ply, 280-count, 4-pack"
Paper & Plastic Products,"Eco Raj 10-inch Compostable Bagasse Plate, 500-count"
Paper & Plastic Products,"Java Jacket Paper Hot Cup Sleeve, Kraft, 500-count"
Paper & Plastic Products,"Vanity Fair Everyday Napkin, 2-Ply, 110-count, 6-pack"
Paper & Plastic Products,"Solo Heavyweight Plastic Fork, White, 500-count"
Paper & Plastic Products,"Solo Heavyweight Plastic Spoon, White, 500-count  "
Paper & Plastic Products,"Chinet Comfort 16 oz Cup & Lid, 80-count"
Paper & Plastic Products,"WNA Plastic Plates, Variety Pack, Clear, 50-count"
Paper & Plastic Products,"Kirkland Signature Parchment Paper, 15 in x 164 ft, 2-count"
Paper & Plastic Products,"Dixie To Go 12 oz Insulated Cup & Lid, 100-count"
Paper & Plastic Products,"World Centric 9-inch Fiber Plate, 250-count"
Paper & Plastic Products,"Reynolds Wrap Heavy Duty Aluminum Foil, 18"" x 33.33 yd, 2-count"
Paper & Plastic Products,"Reynolds Wrap Aluminum Foil, 12"" x 83.33 yd, 2-count"
Paper & Plastic Products,"Kirkland Signature Reynolds Foodservice Foil, 12 in x 1,000 ft"
Paper & Plastic Products,"World Centric 6-inch Fiber Plate, 250-count"
Paper & Plastic Products,"KeepCool Crossbody Cooler Bag, Gray, 2-count"
Paper & Plastic Products,"Kirkland Signature Reynolds Foodservice Aluminum Foil, Pre-Cut Single Sheets, 500-count"
Paper & Plastic Products,"Reflections 3-piece Cutlery Kit, Silver, 30-count"
Paper & Plastic Products,"Vanity Fair Entertain Napkin, 3-Ply, 60-count, 4-pack"
Paper & Plastic Products,"Marathon Dinner Napkin, 1/8 Fold, 2-Ply, 300-count, 3-pack"
Paper & Plastic Products,"World Centric 11.5 oz Fiber Bowl, 250-count"
Paper & Plastic Products,"Eco Raj 12 oz Compostable Bagasse Bowl, 1000-count"
Paper & Plastic Products,"Hefty Super Weight 12 oz Foam Bowl, 330-count"
Paper & Plastic Products,"Marathon Beverage Napkin, 1-Ply, 500-count, 4-pack"
Paper & Plastic Products,"Polyvinyl Films All Purpose Food Wrap, 18 in x 3000 ft"
Paper & Plastic Products,"Chinet Classic 12 5/8-inch x 10-inch Paper Platter, 100-count"
Paper & Plastic Products,"Dixie Ultra Interfold Dispenser Paper Napkins, 2-Ply, 500-count, 6-pack"
Paper & Plastic Products,"Marathon Centerpull Towel, 1-Ply, 324 Sheets, 6-count"
Poultry,"Crescent Foods Halal Hand-Cut Beef, Chicken Combo Pack - 14 Total Packs, 13.5 Lbs. Total"
Poultry,"Farmer Focus Organic Boneless/Skinless Chicken Breasts, (20/8 Oz. Per Breast), 20 Total Count, 10 Lbs. Total"
Poultry,"D’Artagnan Green Circle Chicken - Boneless & Skinless Breasts, 12 Total Packs, 11 Lbs. Total"
Poultry,"Fully Cooked Confit Duck Legs - (8/1 Lbs. Per Pack), 16 Legs, 8 Total Packs, 8 Lbs. Total"
Poultry,"All Natural Raw Duck Legs - (8/2 Legs Per Pack, 8.5 Oz Per Leg), 16 Total Legs, 8 Total Packs, 8.5 Lbs. Total"
Poultry,"Rastelli’s Antibiotic-Free Turkey Craft Burgers (32/5 Oz. Per Burger), 32 Total Packs, 10 Lbs. Total"
Poultry,"Hillshire Farm Slow Roasted Turkey Breast, 11 oz, 3-count"
Poultry,"All Natural Boneless Duck Breast - (8/7 Oz. Per Duck Breast), 16 Total Breasts, 8 Total Packs, 7Lbs. Total"
Poultry,"D'Artagnan Whole ABF Pekin Duck, (1/5.25 Lbs. Average Per Duck), 6 Total Packs, 31.5 Lbs. Total "
Seafood,"Ahi Tuna Individual Vacuum Packed Portion (26-27/6 Oz. Per Portion), 26-27 Total Packs, 10 Lbs. Total Case"
Seafood,"Alaska Home Pack Frozen Sea Cucumber - 3 Packs, 7 Lbs. Total"
Seafood,"Crown Prince Smoked Oysters in Olive Oil, Fancy Whole, 3.75 oz, 6-count"
Seafood,"Lobster With Shell Removed, (9 Oz. Per Pack), 6 Total Packs, 3.44 Lbs. Total"
Seafood,"Northwest Fish 4-6 Whole Dungeness Crab, 10 lbs"
Seafood,"Premium Seafood Variety Pack - 20 Total Packs, Total 12.5 Lbs."
Seafood,"Chicago Steak - Steak & Cake - Filet Mignon, Crab Cakes, and Steak Burgers, Total 13 Packs, 6.5 Lbs. Total"
Seafood,"Northwest Fish Colossal Alaskan Wild Dungeness Crab Sections, 10lbs"
Seafood,"Northwest Fish Wild Alaskan Sockeye Salmon Cheddar Bacon Burger Patties, 24-count, 9 lbs"
Seafood,Coastal Seafood Frozen Lobster Tails 12 Count (6 - 8  oz.)
Seafood,"Rastelli Market Fresh Jumbo Lump Crab Cakes (20/4 Oz. Per Crab Cake), 20 Total Count, 5 Lbs. Total"
Seafood,"Rastelli Petite Filet Mignon & Jumbo Lump Crab Cake Surf & Turf, 24 Total Packs, 6.75 Total Lbs."
Seafood,"Chicago Steak Premium Angus Beef Surf & Turf, 15 Total Packs, 7 Lbs. Total"
Seafood,"Wild Alaska Snow Crab Meat (Bairdi Crab 8 oz. Pack) 12 Total Packs, 6 Lbs. Total "
Seafood,"Northwest Red King Salmon Portions, 12 Total Count, 1 Case Totaling 6 Lbs."
Seafood,"Chicago Steak USDA Prime Surf & Turf, Total 14 Packs, 7 Lbs. Total"
Seafood,"Ahi Tuna Mixed Pack, (12 x 6 oz. Steaks, 9 x 5.3 oz. Saku Slice Packs, 4 x 10.7 oz. Sesame Crusted Steak Packs), 25 Total Packs, 10.15 Lbs. Total"
Seafood,"Northwest Fish Wild Alaskan Sockeye Salmon Fillets, 10 lbs"
Seafood,"Smoked New Zealand King Salmon, 1.1lb fillets, 2-count, 2.2 lbs total"
Seafood,"Chicago Steak Filet Mignon & Scallop Combo, 14 Total Packs, 7 Lbs. Total"
Seafood," Northwest Fish Wild Alaskan Sockeye Salmon Fillets Total 25 Count, 1 Case Totaling 10 Lbs."
Seafood,"A5 Wagyu Surf & Turf Pack, Cold Water Lobster Tails & Japanese A5 Wagyu Filet Mignon, Total 4 Packs"
Seafood,"Wild Alaska Halibut Bits & Pieces, (8/1 lb Packs) 8 Total Packs, 8 Lbs. Total"
Seafood,"Seabear Wild Sockeye & King  Smoked Salmon Fillet Duo, Total 2lbs. (1 lb each)"
Seafood,"Rastelli Market Fresh Angus Beef Prime Petite Filet Mignons & Wild Caught Maine Lobster Tails, 8 Total Packs, 3 Lbs. Total"
Seafood,"Trident Seafoods Smoked Sockeye Salmon, 2 Gift Packs"
Seafood,"SeaBear Smoked Salmon Gift Boxes, 6 oz, 6-pack"
Seafood,"Grizzly Salmon Tartare with Citrus Marinade, (14/4 Oz Packs), 14 Total Packs, Total 3.5 Lbs."
Seafood,"Sesame Crusted Ahi Tuna Steaks, 18 Total Packs, 1 Case Totaling 12 Lbs."
Seafood,"Aysen Coho Sashimi Quality Salmon Portions, (6 Oz. Portion Per Pack), 26 to 27 Total Packs, 10 Lbs. Total"
Seafood,"Aysen Coho Salmon Filets, (4/2-3 Lbs. Per Filet), 4 Total Packs, 8 Lbs. Total"
Seafood,"Key West Pink 16/20 Gulf Shrimp Headless Shell-On (3/2Lb Per Bag), Total 3 Packs, 6 Lbs. Total"
Seafood,"Whole Cooked Cold Water Lobsters, (8-9/1.25 Lbs. Each Lobster), 1 Case Totaling 12 Lbs."
Seafood,"Northwest Fish Wild Alaskan Cod Loins Total 25 Count, 1 Case Totaling 10 Lbs."
Seafood,"Alaska Black Cod (Sable Fish) - Individual Packed Portions (19-25/6-8 Oz. Per Portion), 1 Case Totaling 10 Lbs."
Seafood,"Lobster Claws & Arms, Sustainable Wild Caught, North Atlantic, 24-40 Claws & Arms (3-5 Lb. Per.), Total 8Lb. Case"
Seafood,"Coastal Seafood Live Maine Lobsters, (6/1.25 Lbs. Per Lobster) 6 Total Packs, 7.5 Lbs. Total"
Seafood,"Tsar Nicoulai Caviar Sturgeon Pate 6 oz, 6-pack"
Seafood,"Cristobal Salted Cod Fillets 2 lbs, 3-pack"
Seafood,"Northwest Fish Sablefish Loins, Skin on, 7 oz, 23-count, 10 lbs"
Seafood,"Northwest Fish Halibut Fillets, Skin-On 7-9 oz, 18-count, 10 lbs"
Seafood,"Northwest Fish U-12 Sea Scallops, 6 lbs"
Seafood,"American Red Snapper - Whole, Head-On, Cleaned, (5-7 Individually Vacuum Packed Portions/ 1.5-2 Lbs Per Fish) - Total 10Lbs."
Seafood,"Whole Head On, Cleaned Branzino Fish (12-18 Oz. Per Fish), Min 7 Count, 10 Lbs. Total"
Seafood,"El Rey Del Pulpo, Large Cooked Octopus Tentacles, 14 oz, 6-pack, 5.25 lbs"
Seafood,"Mahi Mahi Boneless, (26-27/Skinless 6 Oz. Portions Per Each Pack), 26-27 Total Packs, 1 Case Totaling 10 Lbs."
Seafood,"Tsar Nicoulai Estate Smoked Sturgeon 6 oz, 6-count, 2.25 lbs"
Snacks,"Kirkland Signature Super Extra-Large Peanuts, 2.5 lbs"
Snacks,"Kirkland Signature Protein Bars Chocolate Peanut Butter Chunk 2.12 oz, 20-count"
Snacks,G2G 3-pack Peanut Butter Chocolate Chip Protein Bars 24-count
Snacks,G2G 3-pack Peanut Butter Coconut Chocolate Protein Bars 24-count
Snacks,"Frito Lay Oven Baked Mix, Variety Pack, 30-count"
Snacks,"Old Trapper Beef Jerky, Peppered, 10 oz"
Snacks,"Old Trapper Beef Jerky, Hot & Spicy, 10 oz "
Snacks,"Old Trapper Beef Jerky, Old Fashioned, 10 oz"
Snacks,"Kirkland Signature Chewy Protein Bar, Peanut Butter & Semisweet Chocolate Chip, 1.41 oz, 42-Count"
Snacks,"Kirkland Signature Protein Bars Chocolate Chip Cookie Dough 2.12 oz., 20-count"
Snacks,"Simply Protein Crispy Bars, 1.41 oz, Variety Pack, 15-count"
Snacks,"PopCorners Popped Corn Snacks Variety Pack, 1 oz, 30-Count"
Snacks,"Simple Mills Almond Flour Sea Salt Crackers, 10 oz, 2-count"
Snacks,"Fit Crunch Whey Protein Bar, Peanut Butter and Jelly, 1.62 oz, 18 Count"
Snacks,"Pure Protein Bars, Variety Pack, 1.76 oz, 23-count"
Snacks,"Kirkland Signature Protein Bars Chocolate Brownie  2.12 oz, 20-count"
Snacks,FITCRUNCH - Costco Next
Snacks,"Kirkland Signature Protein Bar, Variety Pack, 2.12 oz, 20-count"
Snacks,"G2G 3-pack Peanut Butter & Jelly Protein Bars, 24-count"
Snacks,"Frito Lay Classic Mix, 1 oz, Variety Pack, 54-count"
Snacks,"Nature's Garden Organic Trail Mix Snack Packs, Variety Pack, 1.2 oz, 24-count"
Snacks,"RITZ Bits Cracker Sandwiches, Cheese, 1.5 oz, 30-count"
Snacks,"Kirkland Signature Nut Bars, 1.41 oz, 30-count"
Snacks,"Nature Valley Protein Bar, Peanut Butter Dark Chocolate, 1.42 oz, 30-count"
Snacks,"Kirkland Signature Soft & Chewy Granola Bars, 0.85 oz, 64-count"
Snacks,"Pure Organic Layered Fruit Bars, Variety Pack,  0.63 oz, 28-count"
Snacks,"St Michel Madeleine, Classic French Sponge Cake 100 - count"
Snacks,"Nabisco Cookie & Cracker, Variety Pack, 1 oz, 40-count"
Snacks,"Kirkland Signature Cashew Clusters, 2 lbs"
Snacks,No Sugar Keto Bar (12 count) 2-pack Chocolate Peanut Butter
Snacks,"Ready Protein Bar, Chocolate Peanut Butter and Sea Salt, 24-count, 2 pack"
Snacks,"KIND Bar, Peanut Butter Dark Chocolate, 1.4 oz, 15-count"
Snacks,"That's it Mini Fruit Bars, 24-count"
Snacks,"Chef Robert Irvine’s Fitcrunch Chocolate Peanut Butter Whey Protein Bars, 18-count, 1.62oz"
Snacks,"Chef Robert Irvine's Fit Crunch Whey Protein Bars, Mint Chocolate Chip, 18-count, 1.62 Oz"
Snacks,"Power Crunch Protein Energy Bar, Strawberry Creme, 1.4 oz, 12-count"
Snacks,Shrimp Chips with Garlic and Butter 16 oz 2-pack
Snacks,"Nutter Butter Sandwich Cookies, 1.9 oz, 24-count"
Snacks,"Paradise Green, Dried Ginger Chunks, 32 oz"
Snacks,"Grandma's Cookies, Variety Pack, 2.5 oz, 33-count"
Snacks,"Skinny Pop Popcorn, 0.65 oz, 28-count"
Snacks,"Clif Bar, Crunchy Peanut Butter, 2.4 oz, 12-count"
Snacks,"Lance Toasty Cracker Sandwiches, 1.29 oz, 40-count"
Snacks,"Kirkland Signature Snacking Nuts, Variety Pack, 1.6 oz, 30-count"
Snacks,"Planters, Cashew & Peanut, Variety Pack, 24-count"
Snacks,"Annie's Organic Bunny Snack Pack Baked Crackers and Graham Snacks, 1.07 oz, Variety Pack, 36-count"
Snacks,"Skippy Peanut Butter & Chocolate Fudge Wafer Bar, 1.3 oz, 22-Count"
Snacks,"Kirkland Signature Turkey Jerky, 13.5 oz"
Snacks,"Kirkland Signature Fancy Whole Cashews, 2.5 lbs"
Snacks,"Power Crunch Protein Energy Bars, Peanut Butter Creme, 1.4 oz, 12-count"
Snacks,"WildRoot's Coastal Berry Trail Mix, 26 oz"
Snacks,"SkinnyPop Popcorn, Variety, 36-count"
Snacks,"Quaker Rice Crisps, Variety Pack, 36-count"
Snacks,"Kirkland Signature Trail Mix Snack Packs, 2 oz, 28-count"
Snacks,"Think Thin High Protein Bar, Variety Pack, 2.1 oz, 18-count"
Snacks,"G2G 3-pack Almond Chocolate Chip Protein Bars, 24-count"
Snacks,"Kirkland Signature Variety Snack Box, 51-count"
Snacks,"Nature Valley Crunchy Granola Bar, Oats 'n Honey, 1.49 oz, 49-count "
Snacks,"Doritos Tortilla Chips, Nacho Cheese, 1 oz, 50-count"
Snacks,"Kirkland Signature Extra Fancy Mixed Nuts, Salted, 2.5 lbs"
Snacks,"Jack Link's All American Beef Stick, Beef & Cheese, 1.2 oz, 16-count"
Snacks,"Cheez-It Puff'd Baked Snacks, Double Cheese, 0.7 oz, 36 count"
Snacks,"Doritos Tortilla Chips, Nacho Cheese, 1.75 oz, 64-count"
Snacks,"Nature Valley Fruit & Nut Chewy Granola Bar, Trail Mix, 1.2 oz, 48-count"
Snacks,"Kirkland Signature, Whole Dried Blueberries, 20 oz"
Snacks,"Power Crunch Protein Energy Bar, French Vanilla, 1.4 oz, 12-count"
Snacks,"Savanna Orchards Honey Roasted Nut & Pistachios 30 oz, 2-pack"
Snacks,"Power Crunch Protein Energy Bar, Triple Chocolate, 1.4 oz, 12-count "
Snacks,"Bon Appetit, Banana Bread Slice, 4 oz, 8-Count"
Snacks,G2G Protein Bar Variety 3-pack (24 Total Bars)
Snacks,"Kirkland Signature Butter Toffee Cashews, 24 oz"
Snacks,"Pepperidge Farm Goldfish Snacks, Variety Pack, 45-count"
Snacks,"Paradise Green, Dried Mango, 35.2 oz"
Snacks,"Kirkland Signature Organic Pine Nuts, 1.5 lbs"
Snacks,Movie Marathon Gourmet Popcorn Gift Set 
Snacks,"Paradise Green Premium Dried Mango Slices, 3.5 oz, 8-count"
Snacks,"Nature Valley Sweet and Salty Granola Bar, Peanut, 1.2 oz, 48-count"
Snacks,"Clif Builder's Protein Bar, Variety Pack, 2.40 oz, 18-count"
Snacks,"Golden Island Pork Snack Bites, Korean Barbecue, 1.5 oz, 12-count"
Snacks,"Kellogg’s Pop-Tarts, Frosted Brown Sugar Cinnamon, 48-count"
Snacks,"Orville Redenbacher's Original Popping Corn, 8 lbs"
Snacks,"Frito Lay Classic Mix, Variety Pack, 30-count"
Snacks,"Clif Kid ZBar Organic Granola Bar, Variety Pack, 1.27 oz, 36-count"
Snacks,"Knott's Bite Size Cookies, Strawberry Shortbread, 2 oz, 36-count"
Snacks,"Sonoma Creamery Pepper Jack Crisps, 10 oz"
Snacks,"Crunchmaster Multi-Grain Crackers, 28 oz"
Snacks,"Kirkland Signature Supreme Whole Almonds, 3 lbs"
Snacks,"Takis, Rolled Tortilla Chips, Blue Heat, 1 oz, 50-count"
Snacks,"Kirkland Signature Extra Fancy Mixed Nuts, Unsalted, 2.5 lbs"
Snacks,"Kirkland Signature Dry Roasted Macadamia Nuts, 1.5 lbs"
Snacks,"Frito-Lay Fun Flavor Mix, Variety Pack, 54-count"
Snacks,"Pirate's Booty Aged White Cheddar Snack, 0.5 oz, 40-count"
Snacks,"Golden Island Korean Barbecue Pork Jerky, 14.5 oz"
Snacks,Mary Macleod's Gluten Free Shortbread Cookies Mixed Assortment 8-Pack 
Snacks,"Kirkland Signature Walnut Halves, 3 lbs"
Snacks,"Kellogg’s Pop-Tarts, Frosted Strawberry, 48-count"
Snacks,"Sugar Bowl Bakery Mango Cakes, 27 oz"
Snacks,"Milano Cookies, Double Dark Chocolate, 0.98 oz, 30-count"
Snacks,"Popchips Potato Chips, Variety Pack, 0.8 oz, 30-count"
Snacks,"Nutty & Fruity, Chili Mango, 30 oz"
Snacks,"Country Archer Grass-Fed Beef Stick Minis, Original, 0.5 oz, 28-Count"
Snacks,"Kirkland Signature In-Shell Pistachios, 3 lbs"
Snacks,"WildRoots Trail Mix, Coastal Berry Blend, 1.75 oz, 12-count"
Snacks,"Wonderful Pistachios, Salt & Pepper, 3 lbs"
Snacks,"Bobo's PB&Js Oat Sandwich Bar, Variety Pack, 2.1 oz, 20-count"
Snacks,"Kirkland Signature Pecan Halves, 2 lbs"
Snacks,"Kirkland Signature Shelled Pistachios, 1.5 lbs"
Snacks,"Innofoods Organic Almond & Pecan Clusters, 16 oz"
Snacks,"Kirkland Signature, Sunsweet Whole Dried Plums, 3.5 lbs"
Snacks,"Universal Bakery, Belgian Waffles, Strawberry, 1.9 oz, 12-Count"
Snacks,"The Gluten Free Brothers Variety Bites, 6 count"
Snacks,"Kellogg's Rice Krispies Treats, Variety Pack, 60-count"
Snacks,"Golden Island Fire Grilled Pork Jerky, Spicy Sesame, 14.5 oz"
